Title,lat,lng,Tags (Keywords),Features,Category,id
Westcoast Poke,49.26409,-123.11378,",good amount vegetable,more mainstream,",,"Healthy,,",18663
The Sushi Bar,49.26797,-123.14634,",good selection,much wonderful food,lot innovative roll,great value,",,"Sushi,,",19054
Lifestyles Cafe,49.260174,-123.108,",,",,",Breakfast,Lunch,",19208
TWG Tea at Vancouver,49.285275,-123.12251,",great service food,special friend,cute place,overall good experience,huge bill,very satisfying service,each item delicious,","Reservations,Seating,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,DigitalPayments,TableService,WheelchairAccessible,ServesAlcohol",",Lunch,Breakfast,Brunch,Drinks,",19417
Urban Sushi,49.284523,-123.11617,",good customer service,great ate lunch,great salad,great dinner,better service,very pleasant place,","Takeout,Seating,ServesAlcohol,FullBar,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,DigitalPayments,CashOnly,FreeWifi,Delivery,HighchairsAvailable","Japanese,Sushi,Asian,Lunch,Dinner,",19418
Kirin Restaurant,49.2863,-123.12566,"dimsum,lobster,mangopudding,sweetsourpork,geoduck,chowmein,beef,noodles,chinesefood,lovevancouver,freshfood,carts,concierge,cad,texture,great restaurant dim,great customer service,warm waitress,more than one,","Takeout,Reservations,Seating,ServesAlcohol,TableService","Chinese,Asian,Dinner,Lunch,",19419
Haru Korean Kitchen,49.2831,-123.1091,"bibimbap,dumplings,beef,stonebowl,greatfood,vegetables,yum,gastown,sauce,great place,excellent korean food,enjoyed stone bowl,great find,great abundance,authentic korean food,more heat,mandu appetizer delicious,kim chi cute,nice portion size,","Seating,TableService,Reservations,WheelchairAccessible","Asian,Korean,Dinner,Lunch,VegetarianFriendly,VeganOptions",19420
Donair Town Robson,49.29134,-123.13512,",sweet sauce,good pita,great plate,liked place,best poutine,great quick bite,nice sunny day,many people,popular spot,super easy order,good group,","Takeout,Seating,WheelchairAccessible","Mediterranean,MiddleEastern,Lebanese,Dinner,Lunch,",19421
Kaya Malay Bistro,49.26361,-123.127914,"beefrendang,coconutprawns,tapas,jasminrice,hoisinsauce,dish,spiciness,texture,vegetables,courses,presentation,full price restaurant,rice good portion,good experience,good service,outstanding lamb,very good rating,top portion,nice presentation,sweet chili sauce,happy hour,sweet chili,really nice panko,very light crunchy,bite good spiciness,my pleasant surprise,very interesting place,","Reservations,Seating,WheelchairAccessible,ServesAlcohol,Takeout,TableService","Asian,Malaysian,Lunch,Dinner,VegetarianFriendly",19422
The Pint Public House,49.281155,-123.10764,"fries,canucksgame,beerselection,pubgrub,niceatmosphere,draft,best great food,good food,good service,good time,good plenty meat,nice cool breeze,happy hour,nice feel,free pound wing,many bar,really good place,sound fair travelling,most deal location,special rib,","Seating,Television,ServesAlcohol,FullBar,Reservations,WheelchairAccessible,TableService","Bar,Pub,Canadian,American,International,Lunch,Dinner,After-hours,Drinks,",19423
Wicklow Pub,49.268944,-123.11833,"veggieburger,fries,giantyorkshirepudding,outsidepatio,creek,false,seawall,gravy,friendly staff stamp,great beer,great table server,light lunch,soup day ideal,stunning view,just good service,","OutdoorSeating,Seating,ServesAlcohol,FullBar,Television,TableService","Bar,Pub,Canadian,Lunch,Dinner,Brunch,",19424
The Marquis,49.262066,-123.13843,"salmon,pasta,stanley,hipster,homemade,great time menu,good cocktail list,good white house,great drink,quick meal,nice evenin dinner,lovely neighbourhood,","Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService","Bar,Canadian,Pub,Dinner,VegetarianFriendly",19425
Grapes and Soda,49.26621,-123.13963,",good time,love good washroom,good work,good spot,best selection spirit,happy hour,cool map place,outstanding customer service,fabulous great selection,popular dish,available meat fish,interesting ig story,exceptional service,personality washroom cute,really outstanding plate,beautifully plated dish,many recommendation,these delicious drink,","Reservations,ServesAlcohol,FullBar,TableService,Seating","WineBar,Dinner,",19426
Shaolin Noodle House,49.263264,-123.11879,",huge array soup,attentive server,delicious love stir,nice unique flavor,quick light supper,one more thing,our favorite stop,","Takeout,Seating,ServesAlcohol,TableService","Chinese,Asian,Lunch,Dinner,",19428
O5 Tea,49.268177,-123.15572,",delicious tea,tea gorgeous experience,best tea world,fine tea one,these special tea,great experience,fantastic place,rich purple color,unique kombuchas,selection sweet thing,wonderful space kitsilano,lovely neighborhood,joy drinker discovers,delicious staff,very good matcha,my favorite place,their best notice,very cool street,","ParkingAvailable,StreetParking,ValidatedParking,AcceptsMastercard,AcceptsVisa,FreeWifi,Reservations,Seating,WheelchairAccessible,AcceptsCreditCards",",Lunch,Dinner,",19430
Pita Wrap Cafe,49.28285,-123.11489,",best breakfast,good inexpensive breakfast,cheap breakfast,clean environment frankie,delicious authentic stuff,can good,probably good recommendation,super quick service,very friendly family,","Takeout,Seating,WheelchairAccessible","MiddleEastern,Cafe,Fastfood,Greek,Lunch,Dinner,VegetarianFriendly,VeganOptions",19431
Ki-Isu Japanese Restaurant,49.27377,-123.12335,",,","Takeout,Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",19433
the change,49.29342,-123.13248,",great food,accurate food,such beautiful location,friendly attentive service,good value,fine dining place,service excellent,mouth delicious price,excellent job,fabulous dinner,most obliging staff,","Takeout,Reservations,OutdoorSeating,Seating,ParkingAvailable,StreetParking,WheelchairAccessible,ServesAlcohol,FullBar,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,AcceptsDiscover,TableService,AcceptsCreditCards","Chinese,Asian,Fusion,Lunch,Dinner,",19434
Silvestre Gusto Latino,49.284435,-123.10913,"gelato,roastedchicken,sandwich,peruvianrestaurant,gastown,huancaina,trio,bright yellow sauce,delicious skin,rice side delicious,great service,pleasant lunchtime experience,perfect punch bite,pleasant surprise,perfect amount,very nice experience,","Takeout,Seating,Television,TableService,WheelchairAccessible","Peruvian,Latin,Spanish,SouthAmerican,Breakfast,Lunch,Dinner,",19437
Mumbai Local Restaurant,49.28077,-123.13243,"chaat,butterchicken,sablefish,indianstreetfood,daviestreet,dishordered,deliciousfood,kombadi,turmeric,dishes,platter,mains,best new restaurant,good portion,restaurant authentic,beautiful menu,many table table,great care,fantastic kombadi vade,wonderful sablefish curry,kind indian tapa,true gem,my latest visit,","Takeout,Reservations,Seating,AcceptsCreditCards,TableService,FreeWifi","Indian,Lunch,Dinner,Drinks,VegetarianFriendly,VeganOptions",19438
Stackhouse Burger Bar Vancouver,49.276978,-123.12665,",most food,fantastic stockhouse burger,good knowledge beer,good sized bill,nice surroundings,perfect portion size,really great place,more minute chef,more minute,kind discount,","Seating,ServesAlcohol,Takeout","American,Canadian,Bar,Lunch,Dinner,",19441
Tsuki Sushi Bar,49.28056,-123.10821,",wonderful sushi staff,best sashimi,great service,good taste order,good drink,good friend,great spot sushi,great oshi,very fresh sushimi,truly bizarre order,very pleased people,best seaweed salad,","Takeout,ServesAlcohol,TableService,Reservations,Seating,WheelchairAccessible","Japanese,Sushi,Asian,Lunch,Dinner,",19443
Horin Ramen + Sake,49.286354,-123.12736,"ramen,noodles,smallplace,downtownvancouver,robson,bowl,pan,meat,,",TableService,"Japanese,Soups,Asian,Lunch,Dinner,",19445
I Cafe,49.263218,-123.11987,",good place,good quality,good eatery place,greater vancouver area,quick lunch cafe,greater vancouver,dozen better place,cool place,pretty good food,kind meat ramen,many year,many variety,popular genre variation,nice view,quick calorie,very enjoyable lunch,there great deal,even safe order,okay rice,okay egg,","Takeout,Seating,Television,Reservations,ServesAlcohol,TableService","Chinese,Asian,Cafe,Lunch,Dinner,",19446
Papi’s Seafood And Oyster Bar,49.2878,-123.14137,"clamspaghetti,fishandchips,raincitygrill,westend,qualityoffood,stanleypark,freshness,dishes,plate,ambience,,","Reservations,Seating,TableService","Seafood,Canadian,Dinner,Lunch,",19449
Caffe Barney,49.25922,-123.13887,",good food,caffe barney fine,u good hollandaise,fine dish,nice patio,sound system,quick order,still great place,","Seating,ServesAlcohol,FullBar,Television,TableService","Canadian,Breakfast,Lunch,Brunch,Dinner,After-hours,VegetarianFriendly",19450
Sushi Bros,49.27861,-123.1164,",many sushi joint,more time,great heat,good sushi,what good sushi,good spring roll,friendly staff,wonderful place,perfect spot stop,quick bite,full meal good,filled side,","Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Dinner,Lunch,",19453
Sushi Home,49.28246,-123.11452,"sushi,rice,salmon,miso,taste,good japanese restaurant,good sushi,good un,better place,many time work,","Takeout,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Dinner,Lunch,VegetarianFriendly",19455
Cinema Public House,49.28023,-123.12151,",best food,good portion,good beer,good job,great food,respectful staff,great evening,nice day,friendly greeting,ideal people,happy hour,our best outing,quick bite,amazing cocktail,very nice experience,still great choice,","Seating,Television,ServesAlcohol,FullBar,Reservations,WheelchairAccessible,FreeWifi,AcceptsCreditCards,TableService","Bar,Pub,Canadian,Lunch,Dinner,After-hours,Drinks,VegetarianFriendly",19458
Gyu Japanese Teppanyaki Restaurant,49.284,-123.12238,",parking challenge love,awesome teppanyaki chef,great experience,free parking,very good meal,too great seafood,very friendly bday,","Reservations,Seating,ServesAlcohol,FullBar,TableService","Japanese,Asian,Lunch,Dinner,After-hours,",19462
Shizenya on Broadway,49.263348,-123.129036,"brownrice,sushi,tuna,miso,taste,vegetables,sauce,spicy,wonderful japanese roll,pleasant time price,outstanding service,full patron,yet good experience,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,Delivery,Reservations,HighchairsAvailable,WineandBeer,AcceptsCreditCards,TableService,GiftCardsAvailable","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions",19463
Canra Sri Lankan Plus,49.280052,-123.10674,",food delicious filling,super friendly lady,good sri,iv great street,counter friendly service,authentic sri,many year,quite good sri,interesting atmosphere,","Takeout,WheelchairAccessible","SriLankan,Asian,Dinner,Lunch,VegetarianFriendly",19464
BC Kitchen,49.275753,-123.11406,"turkeyburger,fishandchips,frenchfries,primerib,canadian,best service,good quality,wonderful food,good sense humour,good time,smile great start,chip good,really good burger,bone bright side,quite good buffalo,fine batter,two great meal,much better eatery,","Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService","Bar,Canadian,Pub,Dinner,Lunch,VegetarianFriendly",19465
Assembli,49.26465,-123.11496,",friendly staff,","Takeout,HighchairsAvailable,ServesAlcohol,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,Reservations,Seating,WheelchairAccessible","Pizza,Canadian,Italian,Lunch,Dinner,",19466
Simpatico Ristorante,49.268158,-123.15604,",good food service,good place,delicious yogurty sauce,great flavour,olive good cheese,which surprising food,","Takeout,Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService","Greek,Mediterranean,Dinner,Lunch,VegetarianFriendly",19468
Clough Club,49.28363,-123.10637,",great cocktail,good service,happy hour cocktail,lovely place,many option,cellphone light,vibe friendly staff,absolutely great place,just great bartender,","Reservations,Seating,TableService","Bar,Pub,Contemporary,Dinner,After-hours,",19469
Victoria Chinese Restaurant,49.286087,-123.12089,"dimsum,pork,thehyattregency,businessbuilding,greatchinesefood,placetoeat,carts,patrons,good chinese food,best dish,service good startsince,good waiter,many recommended restaurant,u good variety,apparently best restaurant,better place,full ground pork,very good staff,more location,able point,they honest staff,","Takeout,Reservations,Seating,ServesAlcohol,TableService","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",19470
Autostrada Osteria,49.282642,-123.11196,"focaccia,garganelli,fennelsausage,peas,veal,shortribs,tender,downtown,sauce,server,appetizers,many restaurant,great food,more sauce eggplant,rich tomato sauce,many better establishment,delicious octopus salad,more nuance flavour,great ambiance,great kitchen,rich bouquet,chili nice,very nice wine,surprisingly good combo,wonderful detail,thoroughly enjoyable evening,still excellent steak,","Reservations,Seating,TableService","Italian,Dinner,VegetarianFriendly",19471
Latab Food,49.279938,-123.12702,",food wonderful flavor,excellent local beer,excellent standard taste,delightful evening latab,innovative meal latab,great chef,morsel rich,best meal,exquisite palate,even more chef,not disappointed review,","Reservations,ServesAlcohol,FullBar,WineandBeer,AcceptsMastercard,AcceptsVisa,DigitalPayments,FreeWifi,OutdoorSeating,Seating,WheelchairAccessible,AcceptsCreditCards,TableService","Canadian,Dinner,VegetarianFriendly",19472
Sushi Maro,49.27472,-123.12171,"sushi,mangoroll,largemenu,niceatmosphere,chef,tasty special roll,such great find,quick seat,their special sushi,very good surprise,","Takeout,ServesAlcohol,TableService,Delivery,Seating,WheelchairAccessible","Japanese,Sushi,Asian,Dinner,Lunch,VegetarianFriendly",19473
Centro Ristorante,49.289032,-123.13939,",happy hour,amazing place dinner,delicious decor,very good spaghetti,super location,","Reservations,Seating,TableService,WheelchairAccessible","Italian,Dinner,Lunch,VegetarianFriendly",19476
Won More Szechuan Cuisine,49.28724,-123.14124,",best chinese food,many exceptional place,many dish,really good food,huge portion size,what great find,super nice people,","Delivery,Takeout,Seating,TableService","Chinese,Asian,Dinner,",19478
Szechuan Chili,49.265823,-123.12198,"gingerbeef,greenbeans,spicier,takeout,spicy,vegetables,plate,best chinese restaurant,magical place,many great choice,wonderful menu,more desirable u,","Delivery,Takeout,TableService","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",19480
Shebeen Whiskey House,49.28289,-123.1039,",incredible whiskey selection,most knowledgeable staff,good minute,many people,full intention,easy see staff,",Reservations,",,",19481
Bubble World Robson,49.28739,-123.12877,",good tea flavour,most place,amazing great experience,many thing,most drink,super noisy,","WheelchairAccessible,TableService","Asian,Lunch,Dinner,",19482
Indian Oven,49.26806,-123.15074,",superb evening food,quick food,best sag paneer,great beer,nan warm garlicy,authentic tandor,sure assuming,full bar,just delicious sauce,","Delivery,Reservations,Seating,ServesAlcohol,TableService,Takeout","Indian,Dinner,Lunch,VegetarianFriendly,VeganOptions",19484
Robba da Matti (West End),49.291798,-123.13835,"pastacarbonara,harostreet,deliciousfood,lastnight,servers,dessert,,","Reservations,OutdoorSeating,Seating,TableService,Takeout,PrivateDining,StreetParking,HighchairsAvailable,ServesAlcohol,FullBar,WineandBeer,FreeWifi,AcceptsCreditCards","Italian,Mediterranean,WineBar,Southern-Italian,Dinner,Drinks,",19485
Phat,49.275974,-123.119965,",great value service,great place,awesome great crowd,good food,good coffee,good atmosphere,nacho fantastic service,good pricing,most place breakfast,nice patio,your great establishment,many tv,happy hour,","Takeout,OutdoorSeating,Seating,Television,ServesAlcohol,TableService","Bar,Pub,Canadian,American,Lunch,Breakfast,Dinner,",19486
A Taste Of India Restaurant,49.28679,-123.12825,",quick food,great indian dinner,more dining space,one lol,","Takeout,Reservations,OutdoorSeating,Seating,ServesAlcohol,TableService","Indian,Lunch,Dinner,After-hours,VegetarianFriendly,VeganOptions",19487
Yui Japanese Bistro,49.28718,-123.12481,",best sushi,good food,friendly service,more time,fit ingredient flavour,warm atmosphere,specifically great sushi,light dinner,fine dining,","Seating,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",19489
Soffee Cafe,49.26435,-123.136696,",sweet tea shop,great lunch choice,nice place,great time,wonderful cafe,more formal tea,table lovely ambience,lovely art,beautiful china,outstanding food,warm welcoming atmosphere,beautiful ambience,elegant era,nice conversation,asparagus nice tomato,excellent canape,sweet treat,beautiful bathroom,many course,exceptional surroundings,","Seating,Reservations,WheelchairAccessible,TableService","Cafe,Lunch,Brunch,",19490
Sapporo Sushi,49.29069,-123.13413,",perfect sushi chef,good sushi place,good variety sushi,best tuna tataki,quick meal,just delicious service,","Seating,Takeout,WheelchairAccessible,ServesAlcohol,TableService","Japanese,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",19491
Connie's Cook House,49.268353,-123.15368,"sweetandsourpork,wontonsoup,chicken,simplechinesefood,menuisextensive,cookhouse,arbutus,kits,dishes,good service,kit lunch special,quick web search,loved place,happy muncher,authentic flavour,great two block,","Delivery,Takeout,Seating,WheelchairAccessible,TableService","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",19495
Library Square,49.280167,-123.114586,"wings,chickenburger,thepub,greatpatio,ontap,beers,bite,good place,great service,great atmosphere,great time,great selection,most pub bar,great sandwhich,happy hour,wonderful outdoor meal,lovely day,even better nacho,","Seating,Television,WheelchairAccessible,ServesAlcohol,FullBar,TableService,Reservations","Bar,Pub,Canadian,Lunch,Dinner,After-hours,VegetarianFriendly",19497
Viet House,49.25469,-123.11492,"pho,shrimp,soup,deliciousfood,crispy,meat,dishes,good broth,great overall impression,house special,more item,very friendly dish,huge portion,very clean service,very full flavour,","Seating,TableService,Reservations","Asian,Vietnamese,Dinner,Lunch,",19499
Ballyhoo Public House,49.28221,-123.1238,",great food,good price drink,best drink,happy hour,full bar service,sandwich available couple,excellent service,big bright sign,u great fun,sure appeal,very friendly staff,","Seating,TableService","Bar,Pub,BrewPub,European,Fusion,Gastropub,Canadian,Lunch,Dinner,",19500
Coal Harbour Cafe,49.28842,-123.116005,",water good coffee,amazing view,extraordinary coffee,","OutdoorSeating,Takeout,Seating,WheelchairAccessible","Canadian,Cafe,Breakfast,Lunch,",19501
Sumac Cafe,49.28206,-123.13435,",great meal,best meal,plate love place,friendly staff,satisfying meal,warm friendly energy,great location,special spice thing,mediterranean top ingredient,bud unforgettable experience,wonderful sandwich,special value money,very nice staff,amazingly great service,amazingly good value,","Seating,WheelchairAccessible","Mediterranean,Greek,Lunch,Dinner,",19502
Kinara Indian Cuisine,49.28306,-123.13563,",great personality food,best time,good work,pleasant smile,more naan superb,",Reservations,",Lunch,Dinner,Drinks,",19503
Sen Pad Thai,49.2719,-123.13562,"padsiew,crispychickenwings,crab,granvillemarket,greatmeal,sweeter,portions,authentic thai cuisine,good portion,crisp great thing,great meal,comfortable eating experience,quickly great opportunity,","Takeout,WheelchairAccessible","Asian,Thai,Fastfood,Lunch,Dinner,VegetarianFriendly",19504
The Regal Beagle Bar and Grill,49.26419,-123.15681,"brunch,wings,pasta,beer,atmosphere,good food,wonderful staff food,great tasting food,good selection,good vibe,patron great spot,excellent staffalways,fantastic cook,best tasty light,","OutdoorSeating,Seating,ServesAlcohol,TableService","Bar,Pub,Canadian,Gastropub,Breakfast,Lunch,Dinner,",19505
The Firewood Cafe,49.25855,-123.11479,",nice family business,speedy friendly service,great recommendation breakfast,wonderful thing,","Delivery,Takeout,Seating,WheelchairAccessible,TableService","Pizza,Italian,Dinner,Lunch,VegetarianFriendly",19506
The Capital,49.28143,-123.13297,",great thursday night,great value,delicious glazed talapia,full bar,kind behaviour,most retaurants,beautiful too tilapia,","Seating,Television,ServesAlcohol,Takeout,TableService","Bar,Pub,Lunch,Dinner,Drinks,",19507
Blossom Dim Sum & Grill,49.28594,-123.12679,"mangopudding,dimsum,pekingduck,bao,steak,overlookingrobsonstreet,squidink,downtownvancouver,bute,dynamite,server,spicy,,","Reservations,Seating,TableService","Chinese,Asian,Grill,Dinner,Lunch,VegetarianFriendly",19508
The Spot Cafe,49.29138,-123.13543,"sandwiches,housepotatoes,denmanstreet,nicefood,friendlyservice,cappuccino,light bite breakfast,quick breakfast,fantastic spot,friendly service,great place,very warm family,which delicious,","Takeout,Seating,WheelchairAccessible","Cafe,Canadian,Breakfast,Brunch,Lunch,VegetarianFriendly",19509
Lotus Seed Vegan,49.26305,-123.12089,",good food,healthy food,good looking place,good price startup,great central location,interesting sauce,charming wooden furniture,full joy,defrosted berry delicious,","Takeout,Seating,StreetParking,Freeoff-streetparking,AcceptsCreditCards","Fusion,Healthy,Cafe,Asian,Vietnamese,Breakfast,Lunch,Dinner,Brunch,",19510
Flying Pig,49.2839,-123.106514,",good place,great dinner,exceptional good atmosphere,unique vancouver spot,family amazing food,unique vancouver,nice first glance,great design,should proud party,delicious easy walk,magnificent choice,more waiter,","Reservations,Seating,TableService,Takeout,WheelchairAccessible","Canadian,Dinner,Lunch,VegetarianFriendly",19512
Healthy Noodle House,49.268208,-123.16679,",delicious vegetarian broth,vegetarian broth light,delicious home,great quality,excellent bowl,kind place,better value,pleasant chat,then great place,",WheelchairAccessible,"Asian,Soups,Dinner,Lunch,",19513
Kits Sushi,49.272312,-123.15484,",great meal sushi,great place,great price,such great time,great combo offer,great recommendation,firework sushi good,good vibe,good sign,friendly well sushi,perfect u,one best sushi,full flavour,ever nice service,very attentive customer,","Takeout,Seating,WheelchairAccessible,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",19516
Gyo Para,49.263744,-123.15331,"lunch,gyoza,friedrice,broth,vegetarian,server,menu,order,good ramen,more good service,great service,great cuisine,excellent recommendation,spicy excellent,very authentic menu,very friendly feel,","Seating,TableService,Reservations","Japanese,Asian,Lunch,Dinner,",19517
Akira Sushi,49.288433,-123.14012,",fresh love,","Takeout,Seating,WheelchairAccessible,ServesAlcohol,TableService","Japanese,Sushi,Asian,Lunch,Dinner,",19518
L'Epicerie Rotisserie and Gourmet Shop,49.272625,-123.13563,",good food,good l epicure,great many choice,perfect order,beet beautiful dinner,many tempting dish,","Takeout,WheelchairAccessible","French,Lunch,",19520
l'Antipasta,49.2754,-123.12124,",great little restaurant,great night,huge flavour food,authentic atmosphere,",Reservations,"Italian,,",19522
Kisokoma Japanese Restaurant,49.263535,-123.12209,",great food,great value,excellent value,quick service,great good u,","Takeout,Seating,TableService","Japanese,Asian,Sushi,Lunch,Dinner,",19524
Goldstone Restaurant and Bakery,49.279507,-123.10127,"tongue,chicken,bread,lunchhour,quicklunch,plate,waitress,good place,quick office lunch,quick lunch,best dish kind,good quantity,good person,good value,great deal,perfect match,actually more table,how top look,more robust lack,","Takeout,Seating,TableService","Chinese,Asian,Lunch,",19525
Field & Social,49.282013,-123.11375,"orzo,salad,chicken,healthylunch,bowl,ingredients,,","Takeout,HighchairsAvailable,WheelchairAccessible,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,Delivery,Reservations,OutdoorSeating,Seating,GiftCardsAvailable","Healthy,Dinner,Lunch,VeganOptions,VegetarianFriendly",19527
Mahony & Sons,49.26913,-123.118675,"salad,quesadilla,chickenstrips,yamfries,greatpub,enjoyedourmeal,creek,false,,","Reservations,OutdoorSeating,Seating,Television,WheelchairAccessible,ServesAlcohol,FullBar,TableService,FreeWifi","Irish,Bar,Pub,Canadian,Lunch,Dinner,VegetarianFriendly,VeganOptions,GlutenFreeOptions",19528
Gyudonya,49.28015,-123.118065,",good quality,more sashimi,more help,","Takeout,Seating,TableService","Japanese,Asian,Lunch,Dinner,",19529
The Blackbird Public House & Oyster Bar,49.285072,-123.11878,",,","Seating,Television,ServesAlcohol,FullBar,TableService,Reservations","Bar,Pub,Canadian,Gastropub,Lunch,Dinner,Drinks,",19531
Grade A Steaks & Seafoods Restaurant,49.27752,-123.12599,",,","Seating,WheelchairAccessible,Takeout,TableService","Canadian,American,Diner,Breakfast,Lunch,Dinner,",19532
Zabu Chicken,49.28988,-123.13269,",,","Takeout,Seating,ServesAlcohol,TableService","Asian,Korean,Lunch,Dinner,",19533
Argan Bistro,49.286945,-123.12778,",great place,good value,great value money,most taste,pudding light,one best meal,one best bistro,nice change,again great flavour,every dish superb,","Seating,StreetParking,WheelchairAccessible,ServesAlcohol,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsDiscover,Reservations,TableService,AcceptsCreditCards","Canadian,Lunch,Dinner,Drinks,",19534
Koyuki Sapporo Ramen,49.2871,-123.128334,"ramendishes,downtownvancouver,corn,broth,butter,nice place,definitely authentic ramen,great service broth,healthy portion,more waitstaff,full dinner,perfectly added corn,","Takeout,Reservations","Japanese,Lunch,Dinner,Brunch,VegetarianFriendly",19536
Shanghai Lu Restaurant,49.263412,-123.11994,"dimsum,shrimpdumplings,chowmein,seafood,chinesefood,broadway,richmond,dishes,neighborhood,idea excellent food,great value service,free parking,top twirl,quick fix,nicely fried prawn,just okay filling,","Takeout,Reservations,Seating,WheelchairAccessible,ServesAlcohol,TableService,Delivery","Chinese,Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions",19538
La Glace,49.257946,-123.168015,",best ice cream,lovely reusable crock,glace exquisite,rose lychee,what lovely place,top quality,what wonderful addition,u win win,what unique one,",WheelchairAccessible,",,",19540
Lanna Thai,49.29175,-123.13511,",good thai restaurant,good place,top curry,another nice touch,great well friend,","Takeout,Seating,ServesAlcohol,TableService","Asian,Thai,Dinner,Lunch,",19541
Heirloom Juice Co,49.26025,-123.13911,",great staff,full day,great spot pop,creative delicious menu,friendly staff,awesome juicery,more picture,free cooky,quite good staff,","Takeout,WheelchairAccessible","Canadian,Breakfast,Lunch,Dinner,VeganOptions,VegetarianFriendly",19543
Sprig,49.272766,-123.13523,"greeksalad,falafel,spinach,sides,taste,healthy food,good lunch plate,many culture,very good way,",WheelchairAccessible,"Fastfood,Mediterranean,Greek,MiddleEastern,Lunch,Dinner,Breakfast,VegetarianFriendly",19544
Mangos Lounge,49.27797,-123.1268,",best place,good time,love ceviche,very good food,their refreshing patio,","Delivery,Reservations,ServesAlcohol,FreeWifi,AcceptsCreditCards,TableService,OutdoorSeating,StreetParking,Television","Mexican,Peruvian,Latin,Colombian,Spanish,Lunch,Dinner,Brunch,Drinks,",19545
La Tortilleria,49.27276,-123.13488,",crispy taco authentic,good amount meat,available option,","Takeout,AcceptsCreditCards,WheelchairAccessible","Mexican,Fastfood,Breakfast,Lunch,Dinner,VegetarianFriendly",19546
Bay Sushi Cafe Express,49.282223,-123.11667,",able order,","Takeout,WheelchairAccessible,Seating","Japanese,Fastfood,Sushi,Asian,Lunch,Dinner,VegetarianFriendly",19549
Number E Food,49.27786,-123.13091,",great hearty sandwich,great lunch,great service,awesome amount flavor,super friendly owner,superior soda selection,amazing coffee,park delicious soup,best reuben,quick bite,fantastic ingredient,",,"Canadian,Cafe,Soups,Lunch,Dinner,",19550
Pizza Pzazz,49.272728,-123.13517,"gelato,pizza,wafflecone,bigslice,cream,best pizza,wise good price,love gelato,super flavor,very nice place,","Takeout,WheelchairAccessible","Pizza,Fastfood,Italian,Breakfast,Lunch,Dinner,",19551
Super Chef Grill,49.27869,-123.11539,",best food,food awesome portion,great food,huge lot rice,good selection,excellent first time,delicious hot tea,how friendly owner,large customization welcome,","Takeout,WheelchairAccessible,Seating","Asian,Chinese,Dinner,Lunch,VegetarianFriendly,VeganOptions",19553
yeh Frozen Yogurt & Cafe,49.289597,-123.13856,",,",,"Canadian,,",19555
Baggio Bella Gelato,49.273346,-123.11851,",more flavor,happy hour,very sweet gelato,cool weather,nice patio,beautiful sunset cruise,lovely view,really good potential,they nice flavour,often huge puddle,","Seating,Takeout,WheelchairAccessible,ServesAlcohol,TableService","Italian,Pizza,Lunch,Dinner,VegetarianFriendly",19556
Black,49.280365,-123.10756,",great quality food,great tasting food,great price,great menu,great value,great little spot,amazing food,helpful friendly staff,nice chat,impressive place,beautiful design elegance,delicious menu,sooo good,more ta review,",Reservations,"Canadian,,",19557
Dublin Calling Rooftop,49.2801,-123.1214,",great spot food,excellent great place,great crowd,great care,nice spot,nice visit,quick lunch service,quick service,amazing time staff,most night,true canadian,very pleasant we,","Seating,TableService","Irish,Bar,Pub,American,Dinner,",19558
Minato Japanese Restaurant,49.263546,-123.12633,",food good value,great selection food,extraordinary sushi minato,enjoyable lunch,yaletown amazing district,win award,","Takeout,WheelchairAccessible,Reservations,Seating,TableService","Japanese,Sushi,Lunch,Dinner,",19559
La Baguette et Compagnie,49.28043,-123.13155,",authentic pastry,good value,good variety,great street people,almond croissant delicious,great makiato,great baguette,amazing buttery pain,more review,wonderful boulangerie,their breakfast special,outstanding everything,","Takeout,Seating,StreetParking,WheelchairAccessible,FreeWifi,AcceptsCreditCards","French,Cafe,Breakfast,Lunch,",19561
Modern Handi Indian Cuisine,49.291115,-123.13618,",delicious shahi paneer,cauliflower sweet covering,very good roti,my favorite dish,","Reservations,Seating,TableService",",Lunch,Dinner,",19563
